municipality_name,gadm_id,province,area_sqkm,has_zone,zone_count,total_zone_area_ha,has_manufacturing,has_agro,earliest_op_date,pop_density_mean_2020,pop_total_2020,nightlights_mean_2018,nightlights_median_2018,builtup_fraction_2020,dist_nearest_airport_km,dist_nearest_primary_road_km
Libungan,PHL.53.9_1,North Cotabato,238.30798582270415,0,0,0,FALSE,FALSE,NA,177.91038513183594,49810.48828125,0.014063193462789059,0.14956863110220484,0.003875976806640625,39.695442246968526,2.522557631900815
M'Lang,PHL.53.10_1,North Cotabato,355.67334970497586,0,0,0,FALSE,FALSE,NA,223.7645263671875,93351.65625,0.020999686792492867,0.10194695748094501,0.00629822705078125,4.397448576032633,0.9143080238085027
Magpet,PHL.53.11_1,North Cotabato,409.9033092313113,0,0,0,FALSE,FALSE,NA,106.81005096435547,51338.97265625,0.023175176233053207,0.07772172029378148,0.00202721337890625,36.50574938120382,14.051165165988579
Makilala,PHL.53.12_1,North Cotabato,360.83166043689414,0,0,0,FALSE,FALSE,NA,241.85472106933594,102305.296875,0.059707578271627426,0.015574241852248505,0.00424619921875,22.23053045907974,0.8935416129904549
Matalam,PHL.53.13_1,North Cotabato,342.3517381583559,0,0,0,FALSE,FALSE,NA,266.60223388671875,107104.09375,0.05894555523991585,0.09270980936370032,0.0041994912109375,28.476998323382006,9.249169535381792
Midsayap,PHL.53.14_1,North Cotabato,243.66997820084032,0,0,0,FALSE,FALSE,NA,606.9508056640625,173696.9375,0.08106186240911484,0.17380652190008378,0.0103266220703125,34.07729682649777,2.159045891793106
Pigkawayan,PHL.53.15_1,North Cotabato,166.2535167816939,0,0,0,FALSE,FALSE,NA,311.5589904785156,60863.75,0.08868082612752914,0.09270093635680499,0.0065409375,26.416892879277917,0.3424981272986079
Pikit,PHL.53.16_1,North Cotabato,325.3440468807349,0,0,0,FALSE,FALSE,NA,483.99554443359375,184854.671875,0.020009201020002365,0.12872486445309983,0.00556378857421875,35.266597830613605,3.3034943242177373
President Roxas,PHL.53.17_1,North Cotabato,300.5974919886676,0,0,0,FALSE,FALSE,NA,135.5730438232422,47819.56640625,0.019906310364603996,0.07708059790454669,0.0043323369140625,43.47066745223882,0.18514368786833205
Tulunan,PHL.53.18_1,North Cotabato,443.4738557838877,0,0,0,FALSE,FALSE,NA,172.9625701904297,89933.4296875,0.01141288597136736,0.06413159007990475,0.00435313232421875,11.860326645381512,7.903397898587132
Allen,PHL.54.1_1,Northern Samar,57.3521589899728,0,0,0,FALSE,FALSE,NA,351.20068359375,24045.865234375,0.14150287210941315,0.10358282557840506,0.00508403466796875,34.986581283336434,1.1264622274031244
Biri,PHL.54.2_1,Northern Samar,26.847373685042516,0,0,0,FALSE,FALSE,NA,188.44424438476562,6042.4091796875,0.021341411396861076,0.08396016940681131,0.003775373779296875,31.992345793235117,14.072287832569877
Bobon,PHL.54.3_1,Northern Samar,199.26227113460376,0,0,0,FALSE,FALSE,NA,85.40637969970703,20300.16796875,0.03067542053759098,0.08447865782183835,0.0015017923583984375,14.735141002257373,9.309211568781363
Capul,PHL.54.4_1,Northern Samar,34.601928474892,0,0,0,FALSE,FALSE,NA,312.7426452636719,12918.6962890625,0.022330261766910553,0.1017263103357738,0.003569971435546875,52.13526318274079,14.164299056391007
Catarman,PHL.54.5_1,Northern Samar,256.74700508784974,0,0,0,FALSE,FALSE,NA,287.9643859863281,88179.125,0.17245899140834808,0.10490898833002359,0.00484527783203125,8.056303773786627,0.05820113309609807
Catubig,PHL.54.6_1,Northern Samar,218.5330587577035,0,0,0,FALSE,FALSE,NA,157.5030517578125,41006.0078125,0.01625768467783928,0.10091087414766199,0.0019215303955078126,49.43375246534901,6.199555914244548
Gamay,PHL.54.7_1,Northern Samar,95.6050491683466,0,0,0,FALSE,FALSE,NA,199.18115234375,22675.806640625,0.043514933437108994,0.09534785695276857,0.00312077978515625,69.02869929375343,3.643680313618741
