position	name	type	varlab
1060	sIVq128_other3_cons_weld	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Welding
1061	sIVq128_other3_cons_stamp	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Stamping
1062	sIVq128_other3_cons_aircomp	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Air Compression / Vacu
1063	sIVq128_other3_cons_steel	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Steel Cutting
1064	sIVq128_other3_cons_thermoxi	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Thermal Oxidaation
1065	sIVq128_other3_cons_transpo	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Transportation and Log
1066	sIVq128_other3_cons_other	str10	Q128 - Other Fuel (3) - Consumption per Process per Day - Others
1067	sIVq129_other3_exp_php_airgas	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Air/Gas Mix
1068	sIVq129_other3_exp_php_baking	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Baking
1069	sIVq129_other3_exp_php_boiler	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Boiler Oper
1070	sIVq129_other3_exp_php_burn	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Burning
1071	sIVq129_other3_exp_php_curing	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Curing
1072	sIVq129_other3_exp_php_diecast	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Die Casting
1073	sIVq129_other3_exp_php_dry	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Drying or A
1074	sIVq129_other3_exp_php_engload	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Engine Load
1075	sIVq129_other3_exp_php_fabri	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Fabrication
1076	sIVq129_other3_exp_php_fork	int	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Forklift Op
1077	sIVq129_other3_exp_php_heat	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Heat Treatm
1078	sIVq129_other3_exp_php_ice	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Ice Making
1079	sIVq129_other3_exp_php_impreg	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Impregnatio
1080	sIVq129_other3_exp_php_machinj	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Machine Inj
1081	sIVq129_other3_exp_php_melt	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Melting or
1082	sIVq129_other3_exp_php_metal	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Metal Treat
1083	sIVq129_other3_exp_php_paint	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Painting
1084	sIVq129_other3_exp_php_smelt	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Smelting
1085	sIVq129_other3_exp_php_weld	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Welding
1086	sIVq129_other3_exp_php_stamp	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Stamping
1087	sIVq129_other3_exp_php_aircomp	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Air Compres
1088	sIVq129_other3_exp_php_steel	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Steel Cutti
1089	sIVq129_other3_exp_php_thermoxi	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Thermal Oxi
1090	sIVq129_other3_exp_php_transpo	byte	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Transportat
1091	sIVq129_other3_other	int	Q129 - Other Fuel (3) - Expenditure per Process in Pesos per Month - Others
1092	sIVq130_other3_procmode	str16	Q130 - Other Fuel (3) - Mode of Procuring Fuel
1093	sIVq130_other3_procmode_other	byte	Q130 - Other Fuel (3) - Other Mode of Procuring Fuel
1094	sVq131_natgas_know	byte	Q131 - Natural Gas - Extent of Knowledge
1095	sVq132_natgas_safe	float	Q132 - Natural Gas - Safe to Use
1096	sVq133_natgas_costcomp	float	Q133 - Natural Gas - Cost-competitive Relative to Fuels/Primary Energies Using
1097	sVq134_natgas_saving	float	Q134 - Natural Gas - Savings
1098	sVq135_natgas_consid_price	byte	Q135 - Natural Gas - Consideration in Using - Price
1099	sVq135_natgas_consid_supply	byte	"Q135 - Natural Gas - Consideration in Using - Supply Stability, and Reliability"
1100	sVq135_natgas_consid_safe	byte	Q135 - Natural Gas - Consideration in Using - Safety and Security
1101	sVq135_natgas_consid_envi	byte	Q135 - Natural Gas - Consideration in Using - Environmental Concerns
1102	sVq135_natgas_consid_compa	byte	Q135 - Natural Gas - Consideration in Using - Compatibility of Machines and Equi
1103	sVq135_natgas_consid_retro	byte	Q135 - Natural Gas - Consideration in Using - Retrofitting Costs of Equipment
1104	sVq136_natgas_retrocost_php	float	Q136 - Natural Gas - Retrofitting Costs of Equipment in PHP (Average)
1105	sVq137_natgas_openswit	float	Q137 - Natural Gas - Openness to Switch
1106	sVq138_natgas_swit_prod_biod	str9	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Biodiesel
1107	sVq138_natgas_swit_prod_bunk	str6	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Bunker
1108	sVq138_natgas_swit_prod_coal	str4	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Coal
1109	sVq138_natgas_swit_prod_dies	str6	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Diesel
1110	sVq138_natgas_swit_prod_gaso	str8	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Gasoline
1111	sVq138_natgas_swit_prod_kero	str8	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Kerosene
1112	sVq138_natgas_swit_prod_lpg	str3	Q138 - Natural Gas - Fuels Likely to Replace with in Production - LPG
1113	sVq138_natgas_swit_prod_prop	str7	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Propane
1114	sVq138_natgas_swit_prod_oth	str96	Q138 - Natural Gas - Fuels Likely to Replace with in Production - Others
1115	sVq139_natgas_swit_self_biod	str9	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Biodiesel
1116	sVq139_natgas_swit_self_bunk	str6	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Bunker
1117	sVq139_natgas_swit_self_coal	str4	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Coal
1118	sVq139_natgas_swit_self_dies	str6	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Diesel
1119	sVq139_natgas_swit_self_gaso	str8	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Gasoline
1120	sVq139_natgas_swit_self_kero	str8	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Kerosene
1121	sVq139_natgas_swit_self_lpg	str3	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - LPG
1122	sVq139_natgas_swit_self_prop	str7	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Propane
1123	sVq139_natgas_swit_self_sol	str5	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Solar
1124	sVq139_natgas_swit_self_wind	str4	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Wind
1125	sVq139_natgas_swit_self_oth	str44	Q139 - Natural Gas - Fuels Likely to Replace with in Self-generation - Others
1126	sVq140_natgas_swit_back_biod	str9	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Biodies
1127	sVq140_natgas_swit_back_bunk	str6	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Bunker
1128	sVq140_natgas_swit_back_coal	str4	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Coal
1129	sVq140_natgas_swit_back_dies	str6	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Diesel
1130	sVq140_natgas_swit_back_gaso	str8	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Gasolin
1131	sVq140_natgas_swit_back_kero	str8	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Kerosen
1132	sVq140_natgas_swit_back_lpg	str3	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - LPG
1133	sVq140_natgas_swit_back_prop	str7	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Propane
1134	sVq140_natgas_swit_back_sol	str5	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Solar
1135	sVq140_natgas_swit_back_wind	str4	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Wind
1136	sVq140_natgas_swit_back_oth	str84	Q140 - Natural Gas - Fuels Likely to Replace with in Back-up Power Gen - Others
1137	sVq141_natgas_reqt_mmscfd	str9	Q141 - Natural Gas - Requirement in MMSCFD
1138	sVq142_subsidiary	str3	Q142 - Subsidiary / Parent Company
1139	sVq143_subsidiary_natgasexp	str3	Q143 - Subsidiary / Parent Company with Experience on Natural Gas
1140	sVq144_solar_know	byte	Q144 - Solar - Extent of Knowledge
1141	sVq145_solar_safe	str3	Q145 - Solar - Safe to Use
1142	sVq146_solar_costcomp	str3	Q146 - Solar - Cost-competitive Relative to Fuels/Primary Energies Using
1143	sVq147_solar_saving	str20	Q147 - Solar - Savings
1144	sVq148_solar_consid_price	byte	Q148 - Solar - Consideration in Using - Price
1145	sVq148_solar_consid_supply	byte	"Q148 - Solar - Consideration in Using - Supply Stability, and Reliability"
1146	sVq148_solar_consid_safe	byte	Q148 - Solar - Consideration in Using - Safety and Security
1147	sVq148_solar_consid_envi	byte	Q148 - Solar - Consideration in Using - Environmental Concerns
1148	sVq148_solar_consid_compa	byte	Q148 - Solar - Consideration in Using - Compatibility of Machines and Equipment
1149	sVq148_solar_consid_retro	byte	Q148 - Solar - Consideration in Using - Retrofitting Costs of Equipment
1150	sVq149_solar_retrocost_php	str20	Q149 - Solar - Retrofitting Costs of Equipment in PHP
1151	sVq150_solar_openswit	str3	Q150 - Solar - Openness to Switch
1152	sVq151_solar_swit_prod_biod	str9	Q151 - Solar - Fuels Likely to Replace with in Production - Biodiesel
1153	sVq151_solar_swit_prod_bunk	str6	Q151 - Solar - Fuels Likely to Replace with in Production - Bunker
1154	sVq151_solar_swit_prod_coal	str4	Q151 - Solar - Fuels Likely to Replace with in Production - Coal
1155	sVq151_solar_swit_prod_dies	str6	Q151 - Solar - Fuels Likely to Replace with in Production - Diesel
1156	sVq151_solar_swit_prod_gaso	str8	Q151 - Solar - Fuels Likely to Replace with in Production - Gasoline
1157	sVq151_solar_swit_prod_kero	str8	Q151 - Solar - Fuels Likely to Replace with in Production - Kerosene
1158	sVq151_solar_swit_prod_lpg	str3	Q151 - Solar - Fuels Likely to Replace with in Production - LPG
1159	sVq151_solar_swit_prod_prop	str7	Q151 - Solar - Fuels Likely to Replace with in Production - Propane
1160	sVq151_solar_swit_prod_oth	str64	Q151 - Solar - Fuels Likely to Replace with in Production - Others
1161	sVq152_solar_swit_self_biod	str9	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Biodiesel
1162	sVq152_solar_swit_self_bunk	str6	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Bunker
1163	sVq152_solar_swit_self_coal	str4	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Coal
1164	sVq152_solar_swit_self_dies	str6	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Diesel
1165	sVq152_solar_swit_self_gaso	str8	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Gasoline
1166	sVq152_solar_swit_self_kero	str8	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Kerosene
1167	sVq152_solar_swit_self_lpg	str3	Q152 - Solar - Fuels Likely to Replace with in Self-generation - LPG
1168	sVq152_solar_swit_self_ngas	str11	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Natural Gas
1169	sVq152_solar_swit_self_prop	str7	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Propane
1170	sVq152_solar_swit_self_wind	str4	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Wind
1171	sVq152_solar_swit_self_oth	str41	Q152 - Solar - Fuels Likely to Replace with in Self-generation - Others
1172	sVq153_solar_swit_back_biod	str9	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Biodiesel
1173	sVq153_solar_swit_back_bunk	str6	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Bunker
1174	sVq153_solar_swit_back_coal	str4	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Coal
1175	sVq153_solar_swit_back_dies	str6	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Diesel
1176	sVq153_solar_swit_back_gaso	str8	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Gasoline
1177	sVq153_solar_swit_back_kero	str8	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Kerosene
1178	sVq153_solar_swit_back_lpg	str3	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - LPG
1179	sVq153_solar_swit_back_ngas	str11	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Natural Gas
1180	sVq153_solar_swit_back_prop	str7	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Propane
1181	sVq153_solar_swit_back_wind	str4	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Wind
1182	sVq153_solar_swit_back_oth	str41	Q153 - Solar - Fuels Likely to Replace with in Back-up Power Gen - Others
1183	sVq154_solar_reqt_kwh	str16	Q154 - Solar - Requirement in kWh
1184	sVq155_subsidiary	str3	Q155 - Subsidiary / Parent Company
1185	sVq156_subsidiary_solarexp	str3	Q156 - Subsidiary / Parent Company with Experience on Solar
1186	sVq157_wind_know	byte	Q157 - Wind - Extent of Knowledge
1187	sVq158_wind_safe	str3	Q158 - Wind - Safe to Use
1188	sVq159_wind_costcomp	str3	Q159 - Wind - Cost-competitive Relative to Fuels/Primary Energies Using
1189	sVq160_wind_saving	str20	Q160 - Wind - Savings
1190	sVq161_wind_consid_price	byte	Q161 - Wind - Consideration in Using - Price
1191	sVq161_wind_consid_supply	byte	"Q161 - Wind - Consideration in Using - Supply Stability, and Reliability"
1192	sVq161_wind_consid_safe	byte	Q161 - Wind - Consideration in Using - Safety and Security
1193	sVq161_wind_consid_envi	byte	Q161 - Wind - Consideration in Using - Environmental Concerns
1194	sVq161_wind_consid_compa	byte	Q161 - Wind - Consideration in Using - Compatibility of Machines and Equipment
1195	sVq161_wind_consid_retro	byte	Q161 - Wind - Consideration in Using - Retrofitting Costs of Equipment
1196	sVq162_wind_retrocost_php	str20	Q162 - Wind - Retrofitting Costs of Equipment
1197	sVq163_wind_openswit	str3	Q163 - Wind - Openness to Switch
1198	sVq164_wind_swit_prod_biod	str9	Q164 - Wind - Fuels Likely to Replace with in Production - Biodiesel
1199	sVq164_wind_swit_prod_bunk	str6	Q164 - Wind - Fuels Likely to Replace with in Production - Bunker
1200	sVq164_wind_swit_prod_coal	str4	Q164 - Wind - Fuels Likely to Replace with in Production - Coal
1201	sVq164_wind_swit_prod_dies	str6	Q164 - Wind - Fuels Likely to Replace with in Production - Diesel
1202	sVq164_wind_swit_prod_gaso	str8	Q164 - Wind - Fuels Likely to Replace with in Production - Gasoline
1203	sVq164_wind_swit_prod_kero	str8	Q164 - Wind - Fuels Likely to Replace with in Production - Kerosene
1204	sVq164_wind_swit_prod_lpg	str3	Q164 - Wind - Fuels Likely to Replace with in Production - LPG
1205	sVq164_wind_swit_prod_prop	str7	Q164 - Wind - Fuels Likely to Replace with in Production - Propane
1206	sVq164_wind_swit_prod_oth	str47	Q164 - Wind - Fuels Likely to Replace with in Production - Others
1207	sVq165_wind_swit_self_biod	str9	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Biodiesel
1208	sVq165_wind_swit_self_bunk	byte	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Bunker
1209	sVq165_wind_swit_self_coal	str4	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Coal
1210	sVq165_wind_swit_self_dies	str6	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Diesel
1211	sVq165_wind_swit_self_gaso	str8	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Gasoline
1212	sVq165_wind_swit_self_kero	str8	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Kerosene
1213	sVq165_wind_swit_self_lpg	str3	Q165 - Wind - Fuels Likely to Replace with in Self-generation - LPG
1214	sVq165_wind_swit_self_ngas	str11	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Natural Gas
1215	sVq165_wind_swit_self_prop	str7	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Propane
1216	sVq165_wind_swit_self_sol	str5	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Solar
1217	sVq165_wind_swit_self_oth	str14	Q165 - Wind - Fuels Likely to Replace with in Self-generation - Others
1218	sVq166_wind_swit_back_biod	str9	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Biodiesel
1219	sVq166_wind_swit_back_bunk	byte	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Bunker
1220	sVq166_wind_swit_back_coal	str4	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Coal
1221	sVq166_wind_swit_back_dies	str6	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Diesel
1222	sVq166_wind_swit_back_gaso	str8	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Gasoline
1223	sVq166_wind_swit_back_kero	str8	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Kerosene
1224	sVq166_wind_swit_back_lpg	str3	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - LPG
1225	sVq166_wind_swit_back_ngas	str11	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Natural Gas
1226	sVq166_wind_swit_back_prop	str7	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Propane
1227	sVq166_wind_swit_back_sol	str5	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Solar
1228	sVq166_wind_swit_back_oth	str14	Q166 - Wind - Fuels Likely to Replace with in Back-up Power Gen - Others
1229	sVq167_wind_reqt_kwh	str16	Q167 - Wind - Requirement in kWh
1230	sVq168_subsidiary	str3	Q168 - Subsidiary / Parent Company
1231	sVq169_subsidiary_windexp	str3	Q169 - Subsidiary / Parent Company with Experience on Wind
1232	sVIq170_expan_consid_costmanpow	byte	Q170 - Consideration in Expanding Business - Cost of Manpower
1233	sVIq170_expan_consid_costrawmat	byte	Q170 - Consideration in Expanding Business - Cost of Raw Materials
1234	sVIq170_expan_consid_eleccost	byte	Q170 - Consideration in Expanding Business - Cost of Electricity
1235	sVIq170_expan_consid_fuelcost	byte	Q170 - Consideration in Expanding Business - Cost of Fuel
1236	totalexp_allfuels	float	Fuel Expenditure in PHP (Average) - Total
1237	totalexp_biodiesel	float	Fuel Expenditure in PHP (Average) - Biodiesel
1238	totalexp_bunker	float	Fuel Expenditure in PHP (Average) - Bunker
1239	totalexp_coal	float	Fuel Expenditure in PHP (Average) - Coal
1240	totalexp_diesel	float	Fuel Expenditure in PHP (Average) - Diesel
1241	totalexp_gasoline	float	Fuel Expenditure in PHP (Average) - Gasoline
1242	totalexp_kerosene	float	Fuel Expenditure in PHP (Average) - Kerosene
1243	totalexp_lpg	float	Fuel Expenditure in PHP (Average) - LPG
1244	totalexp_natgas	float	Fuel Expenditure in PHP (Average) - Natural Gas
1245	totalexp_propane	float	Fuel Expenditure in PHP (Average) - Propane
1246	totalexp_other1	float	Fuel Expenditure in PHP (Average) - Other Fuel (1)
1247	totalexp_other2	float	Fuel Expenditure in PHP (Average) - Other Fuel (2)
1248	totalexp_other3	float	Fuel Expenditure in PHP (Average) - Other Fuel (3)
1249	totalconsump_biodiesel	float	Fuel Consumption in Liter (Average) - Biodiesel
1250	totalconsump_bunker	float	Fuel Consumption in Liter (Average) - Bunker
1251	totalconsump_coal	float	Fuel Consumption in Metric Ton (Average) - Coal
1252	totalconsump_diesel	float	Fuel Consumption in Liter (Average) - Diesel
1253	totalconsump_gasoline	float	Fuel Consumption in Liter (Average) - Gasoline
1254	totalconsump_kerosene	float	Fuel Consumption in Liter (Average) - Kerosene
1255	totalconsump_lpg	float	Fuel Consumption in Kilogram (Average) - LPG
1256	totalconsump_natgas	float	Fuel Consumption in MMSCFD (Average) - Natural Gas
1257	totalconsump_propane	float	Fuel Consumption in Kilogram (Average) - Propane
