position	name	type	varlab
546	sIVq91_kero_dry	byte	Q91 - Kerosene - Process in Production that Use Fuel - Drying or Annealing
547	sIVq91_kero_engload	byte	Q91 - Kerosene - Process in Production that Use Fuel - Engine Loading or Prepara
548	sIVq91_kero_fabri	byte	Q91 - Kerosene - Process in Production that Use Fuel - Fabrication
549	sIVq91_kero_fork	byte	Q91 - Kerosene - Process in Production that Use Fuel - Forklift Operation
550	sIVq91_kero_heat	byte	Q91 - Kerosene - Process in Production that Use Fuel - Heat Treatment
551	sIVq91_kero_ice	byte	Q91 - Kerosene - Process in Production that Use Fuel - Ice Making
552	sIVq91_kero_impreg	byte	Q91 - Kerosene - Process in Production that Use Fuel - Impregnation
553	sIVq91_kero_machinj	byte	Q91 - Kerosene - Process in Production that Use Fuel - Machine Injection or Mold
554	sIVq91_kero_melt	byte	Q91 - Kerosene - Process in Production that Use Fuel - Melting or Pre-melting
555	sIVq91_kero_metal	byte	Q91 - Kerosene - Process in Production that Use Fuel - Metal Treatment or Pre-tr
556	sIVq91_kero_paint	byte	Q91 - Kerosene - Process in Production that Use Fuel - Painting
557	sIVq91_kero_smelt	byte	Q91 - Kerosene - Process in Production that Use Fuel - Smelting
558	sIVq91_kero_steel	byte	Q91 - Kerosene - Process in Production that Use Fuel - Steel Cutting
559	sIVq91_kero_thermoxi	byte	Q91 - Kerosene - Process in Production that Use Fuel - Thermal Oxidaation
560	sIVq91_kero_transpo	byte	Q91 - Kerosene - Process in Production that Use Fuel - Transportation and Logist
561	sIVq91_kero_weld	byte	Q91 - Kerosene - Process in Production that Use Fuel - Welding
562	sIVq91_kero_stamp	byte	Q91 - Kerosene - Process in Production that Use Fuel - Stamping
563	sIVq91_kero_aircomp	str25	Q91 - Kerosene - Process in Production that Use Fuel - Air Compression / Vacuumi
564	sIVq91_kero_other	str25	Q91 - Kerosene - Process in Production that Use Fuel - Others
565	sIVq92_kero_cons_lit_airgas	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Air/Gas Mixing
566	sIVq92_kero_cons_lit_baking	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Baking
567	sIVq92_kero_cons_lit_boiler	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Boiler Operation
568	sIVq92_kero_cons_lit_burn	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Burning
569	sIVq92_kero_cons_lit_curing	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Curing
570	sIVq92_kero_cons_lit_diecast	str9	Q92 - Kerosene - Consumption per Process in Liters per Day - Die Casting or Wire
571	sIVq92_kero_cons_lit_dry	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Drying or Annealing
572	sIVq92_kero_cons_lit_engload	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Engine Loading or P
573	sIVq92_kero_cons_lit_fabri	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Fabrication
574	sIVq92_kero_cons_lit_fork	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Forklift Operation
575	sIVq92_kero_cons_lit_heat	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Heat Treatment
576	sIVq92_kero_cons_lit_ice	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Ice Making
577	sIVq92_kero_cons_lit_impreg	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Impregnation
578	sIVq92_kero_cons_lit_machinj	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Machine Injection o
579	sIVq92_kero_cons_lit_melt	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Melting or Pre-melt
580	sIVq92_kero_cons_lit_metal	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Metal Treatment or
581	sIVq92_kero_cons_lit_paint	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Painting
582	sIVq92_kero_cons_lit_smelt	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Smelting
583	sIVq92_kero_cons_lit_weld	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Welding
584	sIVq92_kero_cons_lit_stamp	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Stamping
585	sIVq92_kero_cons_lit_aircomp	str9	Q92 - Kerosene - Consumption per Process in Liters per Day - Air Compression / V
586	sIVq92_kero_cons_lit_steel	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Steel Cutting
587	sIVq92_kero_cons_lit_thermoxi	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Thermal Oxidaation
588	sIVq92_kero_cons_lit_transpo	byte	Q92 - Kerosene - Consumption per Process in Liters per Day - Transportation and
589	sIVq92_kero_cons_lit_other	str7	Q92 - Kerosene - Consumption per Process in Liters per Day - Others
590	sIVq93_kero_exp_php_airgas	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Air/Gas Mixing
591	sIVq93_kero_exp_php_baking	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Baking
592	sIVq93_kero_exp_php_boiler	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Boiler Operation
593	sIVq93_kero_exp_php_burn	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Burning
594	sIVq93_kero_exp_php_curing	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Curing
595	sIVq93_kero_exp_php_diecast	str11	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Die Casting or Wir
596	sIVq93_kero_exp_php_dry	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Drying or Annealin
597	sIVq93_kero_exp_php_engload	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Engine Loading or
598	sIVq93_kero_exp_php_fabri	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Fabrication
599	sIVq93_kero_exp_php_fork	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Forklift Operation
600	sIVq93_kero_exp_php_heat	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Heat Treatment
601	sIVq93_kero_exp_php_ice	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Ice Making
602	sIVq93_kero_exp_php_impreg	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Impregnation
603	sIVq93_kero_exp_php_machinj	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Machine Injection
604	sIVq93_kero_exp_php_melt	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Melting or Pre-mel
605	sIVq93_kero_exp_php_metal	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Metal Treatment or
606	sIVq93_kero_exp_php_paint	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Painting
607	sIVq93_kero_exp_php_smelt	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Smelting
608	sIVq93_kero_exp_php_weld	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Welding
609	sIVq93_kero_exp_php_stamp	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Stamping
610	sIVq93_kero_exp_php_aircomp	str17	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Air Compression /
611	sIVq93_kero_exp_php_steel	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Steel Cutting
612	sIVq93_kero_exp_php_thermoxi	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Thermal Oxidaation
613	sIVq93_kero_exp_php_transpo	byte	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Transportation and
614	sIVq93_kero_exp_php_other	str11	Q93 - Kerosene - Expenditure per Process in Pesos per Month - Others
615	sIVq94_kero_procmode	str16	Q94 - Kerosene - Mode of Procuring Fuel
616	sIVq94_kero_procmode_other	byte	Q94 - Kerosene - Other Mode of Procuring Fuel
617	sIVq95_lpg_use	str3	Q95 - Use of LPG
618	sIVq96_lpg_impor	str18	Q96 - Imporatnce of LPG
619	sIVq97_lpg_airgas	byte	Q97 - LPG - Process in Production that Use Fuel - Air/Gas Mixing
620	sIVq97_lpg_baking	byte	Q97 - LPG - Process in Production that Use Fuel - Baking
621	sIVq97_lpg_boiler	str50	Q97 - LPG - Process in Production that Use Fuel - Boiler Operation
622	sIVq97_lpg_burn	str7	Q97 - LPG - Process in Production that Use Fuel - Burning
623	sIVq97_lpg_curing	str52	Q97 - LPG - Process in Production that Use Fuel - Curing
624	sIVq97_lpg_diecast	str27	Q97 - LPG - Process in Production that Use Fuel - Die Casting or Wire Bonding
625	sIVq97_lpg_dry	str84	Q97 - LPG - Process in Production that Use Fuel - Drying or Annealing
626	sIVq97_lpg_engload	byte	Q97 - LPG - Process in Production that Use Fuel - Engine Loading or Preparation
627	sIVq97_lpg_fabri	str11	Q97 - LPG - Process in Production that Use Fuel - Fabrication
628	sIVq97_lpg_fork	byte	Q97 - LPG - Process in Production that Use Fuel - Forklift Operation
629	sIVq97_lpg_heat	str14	Q97 - LPG - Process in Production that Use Fuel - Heat Treatment
630	sIVq97_lpg_ice	byte	Q97 - LPG - Process in Production that Use Fuel - Ice Making
631	sIVq97_lpg_impreg	str12	Q97 - LPG - Process in Production that Use Fuel - Impregnation
632	sIVq97_lpg_machinj	byte	Q97 - LPG - Process in Production that Use Fuel - Machine Injection or Molding
633	sIVq97_lpg_melt	str22	Q97 - LPG - Process in Production that Use Fuel - Melting or Pre-melting
634	sIVq97_lpg_metal	str32	Q97 - LPG - Process in Production that Use Fuel - Metal Treatment or Pre-treatme
635	sIVq97_lpg_paint	byte	Q97 - LPG - Process in Production that Use Fuel - Painting
636	sIVq97_lpg_smelt	str8	Q97 - LPG - Process in Production that Use Fuel - Smelting
637	sIVq97_lpg_steel	str13	Q97 - LPG - Process in Production that Use Fuel - Steel Cutting
638	sIVq97_lpg_thermoxi	byte	Q97 - LPG - Process in Production that Use Fuel - Thermal Oxidaation
639	sIVq97_lpg_transpo	byte	Q97 - LPG - Process in Production that Use Fuel - Transportation and Logistics
640	sIVq97_lpg_weld	str7	Q97 - LPG - Process in Production that Use Fuel - Welding
641	sIVq97_lpg_stamp	byte	Q97 - LPG - Process in Production that Use Fuel - Stamping
642	sIVq97_lpg_aircomp	str25	Q97 - LPG - Process in Production that Use Fuel - Air Compression / Vacuuming
643	sIVq97_lpg_other	str34	Q97 - LPG - Process in Production that Use Fuel - Others
644	sIVq98_lpg_cons_kg_airgas	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Air/Gas Mixing
645	sIVq98_lpg_cons_kg_baking	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Baking
646	sIVq98_lpg_cons_kg_boiler	str12	Q98 - LPG - Consumption per Process in Kilograms per Day - Boiler Operation
647	sIVq98_lpg_cons_kg_burn	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Burning
648	sIVq98_lpg_cons_kg_curing	str16	Q98 - LPG - Consumption per Process in Kilograms per Day - Curing
649	sIVq98_lpg_cons_kg_diecast	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Die Casting or Wire B
650	sIVq98_lpg_cons_kg_dry	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Drying or Annealing
651	sIVq98_lpg_cons_kg_engload	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Engine Loading or Pre
652	sIVq98_lpg_cons_kg_fabri	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Fabrication
653	sIVq98_lpg_cons_kg_fork	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Forklift Operation
654	sIVq98_lpg_cons_kg_heat	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Heat Treatment
655	sIVq98_lpg_cons_kg_ice	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Ice Making
656	sIVq98_lpg_cons_kg_impreg	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Impregnation
657	sIVq98_lpg_cons_kg_machinj	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Machine Injection or
658	sIVq98_lpg_cons_kg_melt	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Melting or Pre-meltin
659	sIVq98_lpg_cons_kg_metal	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Metal Treatment or Pr
660	sIVq98_lpg_cons_kg_paint	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Painting
661	sIVq98_lpg_cons_kg_smelt	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Smelting
662	sIVq98_lpg_cons_kg_weld	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Welding
663	sIVq98_lpg_cons_kg_stamp	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Stamping
664	sIVq98_lpg_cons_kg_aircomp	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Air Compression / Vac
665	sIVq98_lpg_cons_kg_steel	str15	Q98 - LPG - Consumption per Process in Kilograms per Day - Steel Cutting
666	sIVq98_lpg_cons_kg_thermoxi	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Thermal Oxidaation
667	sIVq98_lpg_cons_kg_transpo	byte	Q98 - LPG - Consumption per Process in Kilograms per Day - Transportation and Lo
668	sIVq98_lpg_cons_kg_other	str10	Q98 - LPG - Consumption per Process in Kilograms per Day - Others
669	sIVq99_lpg_exp_php_airgas	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Air/Gas Mixing
670	sIVq99_lpg_exp_php_baking	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Baking
671	sIVq99_lpg_exp_php_boiler	str14	Q99 - LPG - Expenditure per Process in Pesos per Month - Boiler Operation
672	sIVq99_lpg_exp_php_burn	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Burning
673	sIVq99_lpg_exp_php_curing	str14	Q99 - LPG - Expenditure per Process in Pesos per Month - Curing
674	sIVq99_lpg_exp_php_diecast	str21	Q99 - LPG - Expenditure per Process in Pesos per Month - Die Casting or Wire Bon
675	sIVq99_lpg_exp_php_dry	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Drying or Annealing
676	sIVq99_lpg_exp_php_engload	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Engine Loading or Prepa
677	sIVq99_lpg_exp_php_fabri	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Fabrication
678	sIVq99_lpg_exp_php_fork	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Forklift Operation
679	sIVq99_lpg_exp_php_heat	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Heat Treatment
680	sIVq99_lpg_exp_php_ice	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Ice Making
681	sIVq99_lpg_exp_php_impreg	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Impregnation
682	sIVq99_lpg_exp_php_machinj	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Machine Injection or Mo
683	sIVq99_lpg_exp_php_melt	str21	Q99 - LPG - Expenditure per Process in Pesos per Month - Melting or Pre-melting
684	sIVq99_lpg_exp_php_metal	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Metal Treatment or Pre-
685	sIVq99_lpg_exp_php_paint	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Painting
686	sIVq99_lpg_exp_php_smelt	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Smelting
687	sIVq99_lpg_exp_php_weld	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Welding
688	sIVq99_lpg_exp_php_stamp	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Stamping
689	sIVq99_lpg_exp_php_aircomp	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Air Compression / Vacuu
690	sIVq99_lpg_exp_php_steel	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Steel Cutting
691	sIVq99_lpg_exp_php_thermoxi	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Thermal Oxidaation
692	sIVq99_lpg_exp_php_transpo	byte	Q99 - LPG - Expenditure per Process in Pesos per Month - Transportation and Logi
693	sIVq99_lpg_exp_php_other	str13	Q99 - LPG - Expenditure per Process in Pesos per Month - Others
694	sIVq100_lpg_procmode	str16	Q100 - LPG - Mode of Procuring Fuel
695	sIVq100_lpg_procmode_other	byte	Q100 - LPG - Other Mode of Procuring Fuel
696	sIVq101_natgas_use	str3	Q101 - Use of Natural Gas
697	sIVq102_natgas_impor	str18	Q102 - Importance of Natural Gas
698	sIVq103_natgas_airgas	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Air/Gas Mixing
699	sIVq103_natgas_baking	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Baking
700	sIVq103_natgas_boiler	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Boiler Operation
701	sIVq103_natgas_burn	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Burning
702	sIVq103_natgas_curing	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Curing
703	sIVq103_natgas_diecast	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Die Casting or Wire B
704	sIVq103_natgas_dry	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Drying or Annealing
705	sIVq103_natgas_engload	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Engine Loading or Pre
706	sIVq103_natgas_fabri	str11	Q103 - Natural Gas - Process in Production that Use Fuel - Fabrication
707	sIVq103_natgas_fork	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Forklift Operation
708	sIVq103_natgas_heat	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Heat Treatment
709	sIVq103_natgas_ice	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Ice Making
710	sIVq103_natgas_impreg	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Impregnation
711	sIVq103_natgas_machinj	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Machine Injection or
712	sIVq103_natgas_melt	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Melting or Pre-meltin
713	sIVq103_natgas_metal	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Metal Treatment or Pr
714	sIVq103_natgas_paint	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Painting
715	sIVq103_natgas_smelt	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Smelting
716	sIVq103_natgas_steel	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Steel Cutting
717	sIVq103_natgas_thermoxi	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Thermal Oxidaation
718	sIVq103_natgas_transpo	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Transportation and Lo
719	sIVq103_natgas_weld	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Welding
720	sIVq103_natgas_stamp	byte	Q103 - Natural Gas - Process in Production that Use Fuel - Stamping
721	sIVq103_natgas_aircomp	str25	Q103 - Natural Gas - Process in Production that Use Fuel - Air Compression / Vac
722	sIVq103_natgas_other	str35	Q103 - Natural Gas - Process in Production that Use Fuel - Others
723	sIVq104_natgas_cons_mcf_airgas	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Air/Gas Mixing
724	sIVq104_natgas_cons_mcf_baking	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Baking
725	sIVq104_natgas_cons_mcf_boiler	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Boiler Operatio
726	sIVq104_natgas_cons_mcf_burn	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Burning
727	sIVq104_natgas_cons_mcf_curing	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Curing
728	sIVq104_natgas_cons_mcf_diecast	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Die Casting or
729	sIVq104_natgas_cons_mcf_dry	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Drying or Annea
730	sIVq104_natgas_cons_mcf_engload	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Engine Loading
731	sIVq104_natgas_cons_mcf_fabri	str6	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Fabrication
732	sIVq104_natgas_cons_mcf_fork	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Forklift Operat
733	sIVq104_natgas_cons_mcf_heat	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Heat Treatment
734	sIVq104_natgas_cons_mcf_ice	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Ice Making
735	sIVq104_natgas_cons_mcf_impreg	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Impregnation
736	sIVq104_natgas_cons_mcf_machinj	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Machine Injecti
737	sIVq104_natgas_cons_mcf_melt	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Melting or Pre-
738	sIVq104_natgas_cons_mcf_metal	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Metal Treatment
739	sIVq104_natgas_cons_mcf_paint	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Painting
740	sIVq104_natgas_cons_mcf_smelt	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Smelting
741	sIVq104_natgas_cons_mcf_weld	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Welding
742	sIVq104_natgas_cons_mcf_stamp	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Stamping
743	sIVq104_natgas_cons_mcf_aircomp	str7	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Air Compression
744	sIVq104_natgas_cons_mcf_steel	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Steel Cutting
745	sIVq104_natgas_cons_mcf_thermoxi	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Thermal Oxidaat
746	sIVq104_natgas_cons_mcf_transpo	byte	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Transportation
747	sIVq104_natgas_cons_mcf_other	str7	Q104 - Natural Gas - Consumption per Process in MMSCFD per Day - Others
748	sIVq105_natgas_exp_php_airgas	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Air/Gas Mixing
749	sIVq105_natgas_exp_php_baking	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Baking
750	sIVq105_natgas_exp_php_boiler	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Boiler Operati
751	sIVq105_natgas_exp_php_burn	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Burning
752	sIVq105_natgas_exp_php_curing	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Curing
753	sIVq105_natgas_exp_php_diecast	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Die Casting or
754	sIVq105_natgas_exp_php_dry	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Drying or Anne
755	sIVq105_natgas_exp_php_engload	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Engine Loading
756	sIVq105_natgas_exp_php_fabri	str13	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Fabrication
757	sIVq105_natgas_exp_php_fork	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Forklift Opera
758	sIVq105_natgas_exp_php_heat	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Heat Treatment
759	sIVq105_natgas_exp_php_ice	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Ice Making
760	sIVq105_natgas_exp_php_impreg	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Impregnation
761	sIVq105_natgas_exp_php_machinj	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Machine Inject
762	sIVq105_natgas_exp_php_melt	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Melting or Pre
763	sIVq105_natgas_exp_php_metal	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Metal Treatmen
764	sIVq105_natgas_exp_php_paint	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Painting
765	sIVq105_natgas_exp_php_smelt	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Smelting
766	sIVq105_natgas_exp_php_weld	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Welding
767	sIVq105_natgas_exp_php_stamp	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Stamping
768	sIVq105_natgas_exp_php_aircomp	str21	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Air Compressio
769	sIVq105_natgas_exp_php_steel	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Steel Cutting
770	sIVq105_natgas_exp_php_thermoxi	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Thermal Oxidaa
771	sIVq105_natgas_exp_php_transpo	byte	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Transportation
772	sIVq105_natgas_exp_php_other	str13	Q105 - Natural Gas - Expenditure per Process in Pesos per Month - Others
773	sIVq106_natgas_procmode	str10	Q106 - Natural Gas - Mode of Procuring Fuel
774	sIVq106_natgas_procmode_other	byte	Q106 - Natural Gas - Other Mode of Procuring Fuel
775	sIVq107_prop_use	str3	Q107 - Use of Propane
776	sIVq108_prop_impor	str9	Q108 - Importance of Propane
777	sIVq109_prop_airgas	byte	Q109 - Propane - Process in Production that Use Fuel - Air/Gas Mixing
778	sIVq109_prop_baking	byte	Q109 - Propane - Process in Production that Use Fuel - Baking
779	sIVq109_prop_boiler	byte	Q109 - Propane - Process in Production that Use Fuel - Boiler Operation
780	sIVq109_prop_burn	byte	Q109 - Propane - Process in Production that Use Fuel - Burning
781	sIVq109_prop_curing	byte	Q109 - Propane - Process in Production that Use Fuel - Curing
782	sIVq109_prop_diecast	byte	Q109 - Propane - Process in Production that Use Fuel - Die Casting or Wire Bondi
783	sIVq109_prop_dry	byte	Q109 - Propane - Process in Production that Use Fuel - Drying or Annealing
784	sIVq109_prop_engload	byte	Q109 - Propane - Process in Production that Use Fuel - Engine Loading or Prepara
785	sIVq109_prop_fabri	byte	Q109 - Propane - Process in Production that Use Fuel - Fabrication
786	sIVq109_prop_fork	byte	Q109 - Propane - Process in Production that Use Fuel - Forklift Operation
787	sIVq109_prop_heat	str14	Q109 - Propane - Process in Production that Use Fuel - Heat Treatment
788	sIVq109_prop_ice	byte	Q109 - Propane - Process in Production that Use Fuel - Ice Making
789	sIVq109_prop_impreg	byte	Q109 - Propane - Process in Production that Use Fuel - Impregnation
790	sIVq109_prop_machinj	byte	Q109 - Propane - Process in Production that Use Fuel - Machine Injection or Mold
791	sIVq109_prop_melt	byte	Q109 - Propane - Process in Production that Use Fuel - Melting or Pre-melting
792	sIVq109_prop_metal	byte	Q109 - Propane - Process in Production that Use Fuel - Metal Treatment or Pre-tr
793	sIVq109_prop_paint	byte	Q109 - Propane - Process in Production that Use Fuel - Painting
794	sIVq109_prop_smelt	byte	Q109 - Propane - Process in Production that Use Fuel - Smelting
795	sIVq109_prop_steel	byte	Q109 - Propane - Process in Production that Use Fuel - Steel Cutting
796	sIVq109_prop_thermoxi	byte	Q109 - Propane - Process in Production that Use Fuel - Thermal Oxidaation
797	sIVq109_prop_transpo	byte	Q109 - Propane - Process in Production that Use Fuel - Transportation and Logist
798	sIVq109_prop_weld	byte	Q109 - Propane - Process in Production that Use Fuel - Welding
799	sIVq109_prop_stamp	byte	Q109 - Propane - Process in Production that Use Fuel - Stamping
800	sIVq109_prop_aircomp	str25	Q109 - Propane - Process in Production that Use Fuel - Air Compression / Vacuumi
801	sIVq109_prop_other	byte	Q109 - Propane - Process in Production that Use Fuel - Others
802	sIVq110_prop_cons_kg_airgas	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Air/Gas Mixing
803	sIVq110_prop_cons_kg_baking	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Baking
